Name,Length,Name,Length,Name,Length,Name,Length,Name,Length,Name,Length
BGAL1_BACSU,663,SYG_CHLTR,1003,BCCP_ECOLI,156,Q6MUL5_MYCMS,286,VPB38_MYCTU,73,RNH_PROMA,165
BMR3_BACSU,512,RS13_CHLTR,122,BETT_ECOLI,677,Q6MTJ5_MYCMS,332,VPB31_MYCTU,85,COXX_PROMA,333
APPC_BACSU,303,O84104_CHLTR,153,BAXL_ECOLI,8,Q6MTP8_MYCMS,95,VPB19_MYCTU,85,CBID_PROMA,381
BCES_BACSU,334,O84126_CHLTR,457,AZUC_ECOLI,28,Q6MTT4_MYCMS,142,VAPB1_MYCTU,79,CHLN_PROMA,418
BSN2_BACSU,288,O84861_CHLTR,199,CHAC_ECOLI,231,Q6MTX6_MYCMS,322,Y0026_MYCTU,448,BIOB_PROMA,332
ACCD_BACSU,290,O84498_CHLTR,464,AAAT_ECOLI,162,Q6MUL3_MYCMS,265,Y104_MYCTU,504,CLPX_PROMA,450
ASPP_BACSU,520,O84086_CHLTR,361,AAEA_ECOLI,310,Q6MTZ9_MYCMS,286,Y1360_MYCTU,340,Q7TTL6_PROMA,35
CARY_BACSU,1030,O84091_CHLTR,421,BASS_ECOLI,363,Q6MU53_MYCMS,253,Y2102_MYCTU,277,Q7VDE6_PROMA,872
A0A2K4Z9N0_BACSU,42,O84226_CHLTR,270,ARAH_ECOLI,328,Q6MT56_MYCMS,461,Y2204_MYCTU,118,Q7VCG6_PROMA,147
A0A2K4Z9H7_BACSU,44,O84553_CHLTR,146,ATPG_ECOLI,287,Q6MS64_MYCMS,237,Y1278_MYCTU,875,Q7VCR8_PROMA,212
A0A2K4Z9K0_BACSU,48,O84380_CHLTR,352,ATPE_ECOLI,139,Q6MUJ1_MYCMS,127,Y1354_MYCTU,623,Q7VC99_PROMA,472
A0A2K4Z9I6_BACSU,46,O84054_CHLTR,520,BCSG_ECOLI,559,Q6MRZ4_MYCMS,304,Y196_MYCTU,194,Q7TVA7_PROMA,253
A0A2K4Z9G9_BACSU,38,O84403_CHLTR,254,CCME_ECOLI,159,Q6MTY2_MYCMS,454,Y2273_MYCTU,109,Q7V9H3_PROMA,163
A0A2K4Z9L7_BACSU,57,O84247_CHLTR,340,3PASE_ECOLI,433,Q6MS82_MYCMS,728,Y1488_MYCTU,381,Q7VBX8_PROMA,78
C0H460_BACSU,64,O84329_CHLTR,62,ACRD_ECOLI,1037,Q6MSA0_MYCMS,107,Y1290_MYCTU,521,Q7VAR6_PROMA,245
A0A2K4Z9G0_BACSU,46,O84453_CHLTR,584,BIOC_ECOLI,251,Q6MSY3_MYCMS,750,Y2271_MYCTU,99,Q7VAK0_PROMA,300
A0A2K4Z9F5_BACSU,43,O84232_CHLTR,215,ACSA_ECOLI,652,Q6MRW7_MYCMS,524,Y1421_MYCTU,301,Q7VCI3_PROMA,686
A0A2K4Z9N8_BACSU,72,O84107_CHLTR,656,AGAI_ECOLI,251,Q6MU01_MYCMS,292,Y2283_MYCTU,64,Q7VAB0_PROMA,97
A0A2K4Z9I7_BACSU,41,O84162_CHLTR,167,ARAB_ECOLI,566,Q6MUD2_MYCMS,71,Y224_MYCTU,254,Q7VEF0_PROMA,375
A0A2K4Z9J4_BACSU,51,O84327_CHLTR,148,BTUE_ECOLI,183,Q6MU29_MYCMS,617,Y1979_MYCTU,481,Q7VBN0_PROMA,189
L8EA05_BACSU,53,O84753_CHLTR,1079,BAME_ECOLI,113,Q6MUI0_MYCMS,182,Y2250_MYCTU,189,Q7VA67_PROMA,379
A0A2K4Z9M5_BACSU,45,O84864_CHLTR,567,BSSS_ECOLI,84,Q6MS04_MYCMS,334,Y2084_MYCTU,380,Q7VAR7_PROMA,322
A0A2K4Z9M8_BACSU,43,O84773_CHLTR,562,6PGL_ECOLI,331,Q6MSL0_MYCMS,485,Y2081_MYCTU,146,Q7VA22_PROMA,472
A0A2K4Z9J2_BACSU,51,O84785_CHLTR,164,ALSK_ECOLI,309,Q6MUM2_MYCMS,634,Y2568_MYCTU,341,Q7VCQ4_PROMA,54
A0A2K4Z9I9_BACSU,56,O84168_CHLTR,639,ALLA_ECOLI,160,Q6MSZ4_MYCMS,303,Y2565_MYCTU,583,Q7V9K1_PROMA,249
A0A2K4Z9N3_BACSU,46,O84287_CHLTR,239,ASTE_ECOLI,322,Q6MTZ4_MYCMS,278,Y2047_MYCTU,854,Q7VEF4_PROMA,532
A0A2K4Z9K6_BACSU,44,O84569_CHLTR,147,ATMA_ECOLI,898,Q6MTT6_MYCMS,61,Y539_MYCTU,218,Q7VC64_PROMA,62
A0A2K4Z9L8_BACSU,56,O84765_CHLTR,385,BIPA_ECOLI,607,Q6MTZ3_MYCMS,67,Y293_MYCTU,302,Q7VAM7_PROMA,153
A0A2K4Z9M6_BACSU,40,O84285_CHLTR,698,BCSC_ECOLI,1157,Q6MTJ3_MYCMS,178,Y3189_MYCTU,206,Q7VBF6_PROMA,107
YERO_BACSU,289,O84140_CHLTR,315,WCAC_ECOLI,405,Q6MTZ5_MYCMS,377,Y494_MYCTU,242,Q7V9H1_PROMA,703
YQAT_BACSU,431,O84718_CHLTR,390,XYNR_ECOLI,252,Q6MS44_MYCMS,170,Y3118_MYCTU,100,Q7VAH9_PROMA,64
YPSA_BACSU,180,O84349_CHLTR,121,YDJA_ECOLI,183,Q6MSU0_MYCMS,338,Y1824_MYCTU,121,Q7VAC4_PROMA,88
SYL_BACSU,804,O84691_CHLTR,255,YCHS_ECOLI,91,Q6MRY9_MYCMS,457,Y1519_MYCTU,89,Q7VCW5_PROMA,152
TRPC_BACSU,249,O84261_CHLTR,248,YAIP_ECOLI,398,Q6MTQ9_MYCMS,184,Y1836_MYCTU,677,Q7VC60_PROMA,181
URE3_BACSU,105,O84551_CHLTR,318,YCCE_ECOLI,418,Q6MTK7_MYCMS,218,Y1337_MYCTU,240,Q7VDF6_PROMA,289
URHG1_BACSU,344,O84780_CHLTR,253,YEBT_ECOLI,877,Q6MSY7_MYCMS,291,Y1265_MYCTU,226,Q7VE48_PROMA,303
UXUB_BACSU,278,O84055_CHLTR,378,YFAQ_ECOLI,549,Q6MUG3_MYCMS,324,Y1407_MYCTU,457,Q7VAN6_PROMA,690
XKDD_BACSU,116,O84602_CHLTR,135,YEHF_ECOLI,274,Q6MSV4_MYCMS,282,Y2004_MYCTU,498,Q7VDU6_PROMA,189
WALR_BACSU,235,O84024_CHLTR,247,YQIM_ECOLI,27,Q6MU57_MYCMS,1047,Y479_MYCTU,348,Q7VA42_PROMA,219
YCNB_BACSU,472,O84174_CHLTR,163,YQHG_ECOLI,308,Q6MU27_MYCMS,341,Y3129_MYCTU,110,Q7VAZ3_PROMA,78
YYBL_BACSU,236,O84626_CHLTR,832,YGHW_ECOLI,95,Q6MTC0_MYCMS,224,Y2578_MYCTU,340,Q7VCT4_PROMA,33
YHCG_BACSU,232,O84659_CHLTR,59,YTFE_ECOLI,220,Q6MRS6_MYCMS,244,UPPP_MYCTU,282,Q7VB09_PROMA,59
YXXE_BACSU,102,O84198_CHLTR,363,YTFL_ECOLI,447,Q6MT32_MYCMS,160,VAPC8_MYCTU,112,Q7VAZ4_PROMA,305
YUND_BACSU,462,O84056_CHLTR,148,ZNTA_ECOLI,732,Q6MUJ6_MYCMS,374,Y2203_MYCTU,230,Q7VCR0_PROMA,327
YSNE_BACSU,151,O84216_CHLTR,547,UBIK_ECOLI,96,Q6MUC6_MYCMS,250,Y1590_MYCTU,79,Q7VC77_PROMA,170
YXIT_BACSU,80,O84657_CHLTR,608,XAPR_ECOLI,294,Q6MS32_MYCMS,116,Y2000_MYCTU,537,Q7VBL2_PROMA,340
YTEA_BACSU,239,O84094_CHLTR,366,YDJO_ECOLI,267,Q6MTE1_MYCMS,225,Y2091_MYCTU,244,Q7VEB1_PROMA,121
YTPR_BACSU,201,O84552_CHLTR,194,YFCA_ECOLI,269,Q6MU80_MYCMS,177,Y477_MYCTU,148,Q7VA46_PROMA,925
YXEI_BACSU,328,O84062_CHLTR,91,YQJK_ECOLI,99,Q6MUK3_MYCMS,69,Y3766_MYCTU,274,Q7VCN0_PROMA,221
YRHP_BACSU,210,O84361_CHLTR,95,YSDE_ECOLI,24,Q6MUJ8_MYCMS,1795,Y2885_MYCTU,460,Q7VD99_PROMA,108
YVKB_BACSU,189,O84412_CHLTR,124,YRAQ_ECOLI,346,Q6MTU5_MYCMS,583,Y2900_MYCTU,779,Q7VE47_PROMA,469
YSHB_BACSU,177,O84853_CHLTR,234,YQEB_ECOLI,541,Q6MSH3_MYCMS,223,Y3421_MYCTU,211,Q7VCJ3_PROMA,137
YWAE_BACSU,171,O84642_CHLTR,400,YQEI_ECOLI,269,Q6MTX1_MYCMS,154,Y2929_MYCTU,103,Q7VDF3_PROMA,316
YSFE_BACSU,80,O84505_CHLTR,472,WZXC_ECOLI,492,Q6MUE1_MYCMS,304,Y2915_MYCTU,370,Q7VEH3_PROMA,119
YWDF_BACSU,268,O84489_CHLTR,217,YAIX_ECOLI,230,Q6MSD1_MYCMS,613,Y3067_MYCTU,181,Q7VD02_PROMA,113
YWHL_BACSU,458,O84801_CHLTR,163,YMFD_ECOLI,221,Q6MTG8_MYCMS,255,Y637_MYCTU,166,Q7VC30_PROMA,126
YSGA_BACSU,248,O84881_CHLTR,105,YMDA_ECOLI,103,Q6MT15_MYCMS,1482,Y2628_MYCTU,120,Q7VD83_PROMA,183
YWBO_BACSU,200,O84703_CHLTR,211,YEBZ_ECOLI,290,Q6MTW8_MYCMS,138,PYRE_MYCTU,179,Q7VBI1_PROMA,296
YWCA_BACSU,513,O84501_CHLTR,331,YQEC_ECOLI,256,Q6MTK8_MYCMS,602,RIPB_MYCTU,241,Q7VCY7_PROMA,102
YWKF_BACSU,95,O84846_CHLTR,354,YPDI_ECOLI,91,Q6MU30_MYCMS,286,RISB_MYCTU,160,Q7VCM7_PROMA,47
YXBC_BACSU,330,O84139_CHLTR,281,YPJB_ECOLI,263,Q6MRS7_MYCMS,388,RL34_MYCTU,47,Q7VDJ4_PROMA,125
YWMC_BACSU,227,O84016_CHLTR,446,PTFC1_ECOLI,415,Q6MT26_MYCMS,138,SYH_MYCTU,423,Q7V9Q6_PROMA,398
YWRK_BACSU,442,O84342_CHLTR,153,PTRB_ECOLI,686,Q6MTT0_MYCMS,704,TATC_MYCTU,308,Q7VAA5_PROMA,63
YQBS_BACSU,141,O84330_CHLTR,60,PTKC_ECOLI,451,Q6MSJ8_MYCMS,309,PYRH_MYCTU,261,Q7VEE7_PROMA,128
YQFQ_BACSU,247,O84482_CHLTR,321,PYRH_ECOLI,241,Q6MS88_MYCMS,287,PYRB_MYCTU,319,Q7VBL1_PROMA,119
YQAR_BACSU,154,O84205_CHLTR,247,RCSD_ECOLI,890,Q6MUF0_MYCMS,376,RIR2H_MYCTU,314,Q7VA85_PROMA,73
YTKC_BACSU,134,O84593_CHLTR,602,RECB_ECOLI,1180,Q6MSX1_MYCMS,628,RNMT_MYCTU,245,Q7VBL5_PROMA,535
YTXH_BACSU,151,O84571_CHLTR,174,RECE_ECOLI,866,Q6MTY4_MYCMS,478,RS12_MYCTU,124,Q7VBM5_PROMA,523
YUZB_BACSU,78,O84869_CHLTR,506,RCDA_ECOLI,178,Q6MU55_MYCMS,662,PSS_MYCTU,286,Q7VDB4_PROMA,60
YVCD_BACSU,484,O84268_CHLTR,393,RIMK_ECOLI,300,Q6MSZ8_MYCMS,459,RELB_MYCTU,89,Q7VCS4_PROMA,131
YYBO_BACSU,435,O84833_CHLTR,263,RL3_ECOLI,209,Q6MU91_MYCMS,316,RIBD_MYCTU,339,Q7V9S6_PROMA,141
YQXH_BACSU,140,O84334_CHLTR,90,RPIB_ECOLI,149,Q6MS30_MYCMS,357,RIR2A_MYCTU,322,Q7VCG4_PROMA,243
YVDB_BACSU,530,O84166_CHLTR,86,RNK_ECOLI,136,Q6MS31_MYCMS,247,SIGM_MYCTU,196,Q7VAD7_PROMA,255
YWQA_BACSU,922,O84133_CHLTR,1138,RNG_ECOLI,489,Q6MU99_MYCMS,180,TGS2_MYCTU,454,Q7VAE8_PROMA,39
YWQO_BACSU,73,O84263_CHLTR,232,RUTD_ECOLI,266,Q6MS63_MYCMS,588,TRLR_MYCTU,207,Q7VAD6_PROMA,35
YWCJ_BACSU,256,O84721_CHLTR,121,SDHL_ECOLI,454,Q6MSF5_MYCMS,232,PYRR_MYCTU,193,Q7VA82_PROMA,124
YWPF_BACSU,136,O84701_CHLTR,398,SGCX_ECOLI,373,Q6MSC5_MYCMS,723,RL16_MYCTU,138,Q7VB28_PROMA,342
YWRB_BACSU,197,O84326_CHLTR,303,SFGH2_ECOLI,278,Q6MS95_MYCMS,99,RIBBA_MYCTU,425,Q7VD94_PROMA,358
YODH_BACSU,233,O84434_CHLTR,273,SIRB2_ECOLI,130,Q6MS75_MYCMS,286,RL5_MYCTU,187,Q7VCY6_PROMA,221
SYA_BACSU,878,O84628_CHLTR,432,NUSA_ECOLI,495,Q6MT51_MYCMS,295,RS3_MYCTU,274,Q7VB25_PROMA,57
TUAE_BACSU,488,O84856_CHLTR,159,ODP2_ECOLI,630,Q6MTD8_MYCMS,246,SIGL_MYCTU,177,Q7VD65_PROMA,600
UNG_BACSU,225,O84634_CHLTR,205,OPGG_ECOLI,511,Q6MTF1_MYCMS,1754,SIGG_MYCTU,370,Q7VC18_PROMA,109
YCCF_BACSU,358,O84831_CHLTR,974,PAAG_ECOLI,262,Q6MST9_MYCMS,312,RL20_MYCTU,129,Q7VBK1_PROMA,178
YXJJ_BACSU,87,O84681_CHLTR,921,PAAH_ECOLI,475,Q6MUJ4_MYCMS,117,SYG_MYCTU,463,Q7VBL7_PROMA,144
YURO_BACSU,422,O84355_CHLTR,697,PAOA_ECOLI,229,Q6MSC9_MYCMS,183,SYT_MYCTU,692,Q7VEB5_PROMA,467
YYCP_BACSU,387,O84827_CHLTR,284,PHNN_ECOLI,185,Q6MTV6_MYCMS,968,NTPP_MYCTU,222,Q7VAH0_PROMA,202
YUSF_BACSU,146,O84360_CHLTR,704,PINR_ECOLI,196,Q6MTW0_MYCMS,218,PKS1_MYCTU,1616,Q7VE89_PROMA,75
YTMO_BACSU,334,O84448_CHLTR,644,POXB_ECOLI,572,Q6MTN0_MYCMS,81,QCRB_MYCTU,549,Q7VAY3_PROMA,242
YVCQ_BACSU,356,O84683_CHLTR,173,PTPD_ECOLI,263,Q6MTP2_MYCMS,362,RF1_MYCTU,357,Q7VCU5_PROMA,61
YRKK_BACSU,158,O84605_CHLTR,188,PTV3B_ECOLI,625,Q6MST6_MYCMS,911,RIMM_MYCTU,176,Q7VBW2_PROMA,584
YVBW_BACSU,447,O84069_CHLTR,158,PTKB_ECOLI,94,Q6MSD3_MYCMS,286,RIP3_MYCTU,393,Q7VAV7_PROMA,187
YXIH_BACSU,109,O84815_CHLTR,103,PTKA_ECOLI,150,Q6MSK9_MYCMS,98,RL19_MYCTU,113,Q7VCW3_PROMA,109
YXKH_BACSU,279,O84770_CHLTR,110,PTMCB_ECOLI,462,Q6MUL0_MYCMS,520,RL18_MYCTU,122,Q7VBU6_PROMA,459
YRZQ_BACSU,43,O84761_CHLTR,450,RIBB_ECOLI,217,Q6MSE2_MYCMS,232,RL35_MYCTU,64,Q7VDR3_PROMA,334
YXII_BACSU,162,O84852_CHLTR,92,RHSD_ECOLI,1426,Q6MS40_MYCMS,369,RMLB_MYCTU,331,Q7VAP6_PROMA,106
YQEF_BACSU,243,O84775_CHLTR,418,RHLE_ECOLI,454,Q6MUE2_MYCMS,191,RS13_MYCTU,124,Q7VAE4_PROMA,76
RECDL_BACSU,798,O84190_CHLTR,290,RIHB_ECOLI,313,Q6MUI8_MYCMS,275,RRF_MYCTU,185,Q7VE83_PROMA,241
RBGA_BACSU,282,O84043_CHLTR,50,RLUD_ECOLI,326,Q6MTL7_MYCMS,209,RPOZ_MYCTU,110,Q7VD01_PROMA,113
REX_BACSU,215,O84504_CHLTR,49,SODM_ECOLI,206,Q6MS36_MYCMS,489,RELF_MYCTU,93,Q7VB59_PROMA,479
RHGT1_BACSU,232,O84260_CHLTR,374,SLYD_ECOLI,196,Q6MSZ9_MYCMS,832,RL7_MYCTU,130,Q7VAC0_PROMA,89
RIR1_BACSU,700,O84688_CHLTR,1080,TEHA_ECOLI,330,Q6MSK6_MYCMS,302,SUGPH_MYCTU,203,Q7VD05_PROMA,521
ROCB_BACSU,566,O84154_CHLTR,225,SYS_ECOLI,430,Q6MS16_MYCMS,336,PSTC2_MYCTU,324,Q7V9N7_PROMA,471
SECG_BACSU,76,O84819_CHLTR,264,PTFAH_ECOLI,376,Q6MUA5_MYCMS,404,RHO_MYCTU,602,G3XCT1_PROMA,173
SDPA_BACSU,158,O84627_CHLTR,647,PTMA_ECOLI,147,Q6MTS2_MYCMS,610,RIP1_MYCTU,404,Q7VB80_PROMA,86
SIGZ_BACSU,176,O84262_CHLTR,163,QMCA_ECOLI,305,Q6MSJ4_MYCMS,514,RL21_MYCTU,103,Q7V9F2_PROMA,984
SPVIF_BACSU,84,O84356_CHLTR,101,REP_ECOLI,673,Q6MRZ2_MYCMS,290,RPFC_MYCTU,176,Q7VAS8_PROMA,411
SSBA_BACSU,172,O84176_CHLTR,90,REQ1_ECOLI,127,Q6MSP4_MYCMS,482,NUSA_MYCTU,347,Q7VC33_PROMA,197
STOA_BACSU,165,O84554_CHLTR,141,RMLC_ECOLI,185,Q6MSK0_MYCMS,105,PPE65_MYCTU,413,Q7VBS1_PROMA,523
SYP_BACSU,564,O84388_CHLTR,243,RNPA_ECOLI,119,Q6MT99_MYCMS,471,PE16_MYCTU,528,Q7V9Q5_PROMA,261
PDXK_BACSU,271,O84813_CHLTR,331,RS9_ECOLI,130,Q6MSJ5_MYCMS,300,PPE19_MYCTU,396,Q7VE42_PROMA,667
PSTB1_BACSU,260,O84182_CHLTR,170,SGCE_ECOLI,210,Q6MTH5_MYCMS,101,PPK1_MYCTU,742,Q7VBZ2_PROMA,213
PXPC_BACSU,335,O84503_CHLTR,168,SMG_ECOLI,157,Q6MST5_MYCMS,987,PSD_MYCTU,231,Q7VA84_PROMA,157
RECQ_BACSU,591,O84496_CHLTR,441,SSUD_ECOLI,381,Q6MS74_MYCMS,180,RNTF_MYCTU,449,Q7VAS6_PROMA,432
RIDA_BACSU,125,O84414_CHLTR,453,TFAX_ECOLI,61,Q6MSR5_MYCMS,295,RS181_MYCTU,84,Q7VA19_PROMA,78
RPSK_BACSU,294,O84183_CHLTR,230,TRMA_ECOLI,366,Q6MSF7_MYCMS,480,RV203_MYCTU,136,Q7VBH8_PROMA,237
SPSB_BACSU,474,O84769_CHLTR,268,TQSA_ECOLI,344,Q6MU61_MYCMS,414,SECD_MYCTU,573,Q7VEF2_PROMA,313
SUBE_BACSU,645,O84635_CHLTR,227,PTPC2_ECOLI,133,Q6MT87_MYCMS,50,SYA_MYCTU,904,Q7VAM2_PROMA,262
TCYP_BACSU,463,O84677_CHLTR,168,PURU_ECOLI,280,Q6MTG3_MYCMS,135,AAC2_MYCTU,181,Q7VC74_PROMA,344
TEPA_BACSU,245,O84291_CHLTR,379,PTQB_ECOLI,106,Q6MTB0_MYCMS,132,AMT_MYCTU,477,Q7VAZ0_PROMA,307
